Kind,Name,CountClassCoupled,PercentLackOfCohesion,CountClassBase,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountOutput,MaxInheritanceTree
Static Function,"pluginAllocate",,,,,,,,,,,,,,,,,,,,,31,
Static Function,"pluginDeallocate",,,,,,,,,,,,,,,,,,,,,2,
Static Function,"pluginGetProperty",,,,,,,,,,,,,,,,,,,,,14,
Static Function,"pluginHasMethod",,,,,,,,,,,,,,,,,,,,,3,
Static Function,"pluginHasProperty",,,,,,,,,,,,,,,,,,,,,3,
Static Function,"pluginInvalidate",,,,,,,,,,,,,,,,,,,,,2,
Static Function,"pluginInvoke",,,,,,,,,,,,,,,,,,,,,45,
Function,"pluginLog",,,,,,,,,,,,,,,,,,,,,3,
Function,"pluginLogWithArguments",,,,,,,,,,,,,,,,,,,,,5,
Static Function,"pluginLogWithWindowObject",,,,,,,,,,,,,,,,,,,,,8,
Static Function,"pluginSetProperty",,,,,,,,,,,,,,,,,,,,,9,
Function,"protocol",,,,,,,,,,,,,,,,,,,,,1,
Function,"registerTask",,,,,,,,,,,,,,,,,,,,,1,
Function,"remoteDescription",,,,,,,,,,,,,,,,,,,,,1,
Function,"removeStream",,,,,,,,,,,,,,,,,,,,,1,
Function,"requestCheckingOfText",,,,,,,,,,,,,,,,,,,,,5,
Function,"requestMediaDevices",,,,,,,,,,,,,,,,,,,,,2,
Function,"requestUserMedia",,,,,,,,,,,,,,,,,,,,,13,
Function,"revokeAll",,,,,,,,,,,,,,,,,,,,,2,
Function,"scriptableObject",,,,,,,,,,,,,,,,,,,,,1,
Function,"sendRawData",,,,,,,,,,,,,,,,,,,,,3,
Function,"sendStringData",,,,,,,,,,,,,,,,,,,,,3,
Function,"setClient",,,,,,,,,,,,,,,,,,,,,1,
Function,"setClient",,,,,,,,,,,,,,,,,,,,,0,
Function,"setDelegate",,,,,,,,,,,,,,,,,,,,,0,
Function,"setLocalDescription",,,,,,,,,,,,,,,,,,,,,4,
Function,"setRemoteDescription",,,,,,,,,,,,,,,,,,,,,4,
Function,"setSelectedColor",,,,,,,,,,,,,,,,,,,,,0,
Class,"should_fail::FactoryFirst",1,0,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,,0
Class,"should_fail::FactoryMiddle",1,0,0,0,,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,,0
Class,"should_succeed::FactoryLast",1,0,0,0,,0,0,,0,3,3,0,0,0,0,0,0,0,0,0,,0
Class,"should_succeed::FactoryRefersToOtherType",1,0,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0,0,0,,0
Class,"should_succeed::FirstFactoryRefersToOtherType",1,0,0,0,,0,0,,0,4,4,0,0,0,0,0,0,0,0,0,,0
Class,"should_succeed::OnlyMember",1,0,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,,0
Static Function,"shutDialog",,,,,,,,,,,,,,,,,,,,,1,
Function,"sk_calloc",,,,,,,,,,,,,,,,,,,,,4,
Function,"sk_calloc_throw",,,,,,,,,,,,,,,,,,,,,3,
Function,"sk_free",,,,,,,,,,,,,,,,,,,,,1,
Function,"sk_malloc_flags",,,,,,,,,,,,,,,,,,,,,3,
Static Function,"sk_malloc_nothrow",,,,,,,,,,,,,,,,,,,,,4,
Function,"sk_malloc_throw",,,,,,,,,,,,,,,,,,,,,3,
Function,"sk_out_of_memory",,,,,,,,,,,,,,,,,,,,,2,
Function,"sk_realloc_throw",,,,,,,,,,,,,,,,,,,,,3,
Function,"sk_throw",,,,,,,,,,,,,,,,,,,,,2,
Function,"spellCheck",,,,,,,,,,,,,,,,,,,,,1,
Static Function,"split",,,,,,,,,,,,,,,,,,,,,10,
Static Function,"square",,,,,,,,,,,,,,,,,,,,,1,
Function,"startSession",,,,,,,,,,,,,,,,,,,,,6,
Function,"starts_with",,,,,,,,,,,,,,,,,,,,,3,
Function,"stop",,,,,,,,,,,,,,,,,,,,,0,
Static Function,"stringVariantToIdentifier",,,,,,,,,,,,,,,,,,,,,6,
Static Function,"take_best",,,,,,,,,,,,,,,,,,,,,1,
Static Function,"testAllocate",,,,,,,,,,,,,,,,,,,,,6,
Static Function,"testCallback",,,,,,,,,,,,,,,,,,,,,10,
Static Function,"testCallbackReturn",,,,,,,,,,,,,,,,,,,,,12,
Static Function,"testConstruct",,,,,,,,,,,,,,,,,,,,,4,
Static Function,"testConstruct",,,,,,,,,,,,,,,,,,,,,3,
Static Function,"testDOMAccess",,,,,,,,,,,,,,,,,,,,,11,
Static Function,"testDeallocate",,,,,,,,,,,,,,,,,,,,,3,
Function,"testDocumentOpen",,,,,,,,,,,,,,,,,,,,,11,
Static Function,"testEnumerate",,,,,,,,,,,,,,,,,,,,,11,
Static Function,"testEnumerate",,,,,,,,,,,,,,,,,,,,,5,
Static Function,"testEvaluate",,,,,,,,,,,,,,,,,,,,,6,
Static Function,"testGetIntIdentifier",,,,,,,,,,,,,,,,,,,,,5,
Static Function,"testGetProperty",,,,,,,,,,,,,,,,,,,,,13,
Static Function,"testGetProperty",,,,,,,,,,,,,,,,,,,,,9,
Static Function,"testGetPropertyReturnValue",,,,,,,,,,,,,,,,,,,,,10,
Static Function,"testHasMethod",,,,,,,,,,,,,,,,,,,,,9,
Static Function,"testHasMethod",,,,,,,,,,,,,,,,,,,,,1,
Static Function,"testHasProperty",,,,,,,,,,,,,,,,,,,,,9,
Static Function,"testHasProperty",,,,,,,,,,,,,,,,,,,,,1,
Static Function,"testIdentifierToInt",,,,,,,,,,,,,,,,,,,,,4,
Static Function,"testIdentifierToString",,,,,,,,,,,,,,,,,,,,,4,
Static Function,"testInvoke",,,,,,,,,,,,,,,,,,,,,2,
Static Function,"testInvokeDefault",,,,,,,,,,,,,,,,,,,,,7,
Function,"testNPRuntime",,,,,,,,,,,,,,,,,,,,,12,
Static Function,"testPassTestObject",,,,,,,,,,,,,,,,,,,,,9,
Static Function,"testPostURLFile",,,,,,,,,,,,,,,,,,,,,10,
Static Function,"testResizeTo",,,,,,,,,,,,,,,,,,,,,7,
Static Function,"testScriptObjectInvoke",,,,,,,,,,,,,,,,,,,,,14,
Static Function,"testSetStatus",,,,,,,,,,,,,,,,,,,,,6,
Function,"testWindowOpen",,,,,,,,,,,,,,,,,,,,,9,
Static Function,"throw_on_failure",,,,,,,,,,,,,,,,,,,,,2,
Static Function,"toCString",,,,,,,,,,,,,,,,,,,,,3,
Function,"unregisterTask",,,,,,,,,,,,,,,,,,,,,4,
Function,"updateGeometry",,,,,,,,,,,,,,,,,,,,,22,
Function,"updateICE",,,,,,,,,,,,,,,,,,,,,1,
Static Function,"variantToIdentifier",,,,,,,,,,,,,,,,,,,,,7,
Function,"vsnprintf",,,,,,,,,,,,,,,,,,,,,3,
Static Function,"writeBigEndian",,,,,,,,,,,,,,,,,,,,,1,
